# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 280         6.585       53.125      5.20        Eelde       
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# STN,YYYYMMDD,   TG,   TN,   TX
  280,20140101,   65,   49,   88
  280,20140102,   83,   57,  111
  280,20140103,   79,   54,  103
  280,20140104,   71,   55,   82
  280,20140105,   55,   33,   72
  280,20140106,   97,   46,  133
  280,20140107,   98,   82,  113
  280,20140108,   82,   56,   97
  280,20140109,   83,   54,  112
  280,20140110,   64,   39,   82
  280,20140111,   51,   21,   67
  280,20140112,   23,    1,   63
  280,20140113,   50,    4,   89
  280,20140114,   44,   12,   74
  280,20140115,   45,   28,   53
  280,20140116,   68,   51,   82
  280,20140117,   69,   47,   87
  280,20140118,   65,   37,   87
  280,20140119,   46,   25,   61
  280,20140120,   11,    5,   25
  280,20140121,    9,    4,   14
  280,20140122,   13,    8,   21
  280,20140123,   18,    6,   33
  280,20140124,  -12,  -28,    6
  280,20140125,  -12,  -30,    4
  280,20140126,  -34,  -60,   11
  280,20140127,   25,    9,   37
  280,20140128,   33,   -4,   65
  280,20140129,  -22,  -39,   -2
  280,20140130,  -24,  -51,    0
  280,20140131,   -3,  -46,   45
  280,20140201,   52,   34,   75
  280,20140202,   51,   26,   82
  280,20140203,   32,    3,   74
  280,20140204,   48,   17,   91
  280,20140205,   60,   17,   93
  280,20140206,   75,   58,   91
  280,20140207,   73,   41,   97
  280,20140208,   62,   38,   81
  280,20140209,   54,   34,   65
  280,20140210,   43,   10,   72
  280,20140211,   41,   -7,   82
  280,20140212,   50,   20,   82
  280,20140213,   50,   16,   76
  280,20140214,   48,   16,   80
  280,20140215,   95,   65,  115
  280,20140216,   56,   15,   93
  280,20140217,   40,  -15,   85
  280,20140218,   59,   39,   84
  280,20140219,   71,   40,  101
  280,20140220,   78,   45,   96
  280,20140221,   64,   40,   94
  280,20140222,   56,   34,   94
  280,20140223,   71,   36,  111
  280,20140224,   76,   31,  124
  280,20140225,   89,   59,  124
  280,20140226,   67,   22,  113
  280,20140227,   54,   25,   97
  280,20140228,   45,   20,   78
  280,20140301,   42,   12,   72
  280,20140302,   55,    5,  100
  280,20140303,   46,   -7,   89
  280,20140304,   56,  -21,  126
  280,20140305,   55,  -11,  120
  280,20140306,   67,  -11,  129
  280,20140307,   73,    8,  125
  280,20140308,   72,  -33,  143
  280,20140309,  111,   30,  189
  280,20140310,   85,   10,  161
  280,20140311,   71,   18,  136
  280,20140312,   66,  -15,  149
  280,20140313,   60,  -14,  146
  280,20140314,   65,   46,  100
  280,20140315,   88,   73,  106
  280,20140316,   97,   75,  114
  280,20140317,   97,   79,  117
  280,20140318,   90,   76,  121
  280,20140319,   96,   73,  132
  280,20140320,  128,   60,  194
  280,20140321,   70,   36,  110
  280,20140322,   62,   31,  109
  280,20140323,   42,   -6,   98
  280,20140324,   43,  -16,  100
  280,20140325,   39,  -32,  103
  280,20140326,   51,    0,  106
  280,20140327,   72,   35,  126
  280,20140328,   77,   27,  145
  280,20140329,  104,   39,  184
  280,20140330,  108,   37,  187
  280,20140331,   98,   61,  162
  280,20140401,  102,   49,  180
  280,20140402,   94,   24,  190
  280,20140403,  114,   56,  181
  280,20140404,  108,   97,  124
  280,20140405,  108,   56,  163
  280,20140406,  126,   59,  153
  280,20140407,  151,  117,  204
  280,20140408,   90,   49,  129
  280,20140409,   86,   23,  124
  280,20140410,  108,   75,  155
  280,20140411,   84,   25,  144
  280,20140412,   86,   27,  140
  280,20140413,   94,   60,  125
  280,20140414,   78,   54,  107
  280,20140415,   61,   -4,  103
  280,20140416,   78,  -12,  145
  280,20140417,  100,   46,  164
  280,20140418,   80,   56,  109
  280,20140419,  103,   42,  158
  280,20140420,  143,   80,  207
  280,20140421,  115,   93,  151
  280,20140422,  127,   63,  193
  280,20140423,  126,   47,  195
  280,20140424,  138,  102,  189
  280,20140425,  149,   96,  211
  280,20140426,  136,  101,  176
  280,20140427,  122,  102,  157
  280,20140428,  135,  104,  187
  280,20140429,  143,  104,  199
  280,20140430,  138,  107,  211
  280,20140501,  102,   79,  122
  280,20140502,   88,   54,  118
  280,20140503,   81,   17,  123
  280,20140504,   91,   61,  121
  280,20140505,  123,   75,  172
  280,20140506,  133,  100,  177
  280,20140507,  119,   92,  153
  280,20140508,  114,  103,  131
  280,20140509,  116,   76,  150
  280,20140510,  110,   74,  136
  280,20140511,  105,   91,  124
  280,20140512,  107,   82,  143
  280,20140513,  100,   70,  138
  280,20140514,   93,   56,  133
  280,20140515,   96,   29,  146
  280,20140516,  105,   12,  173
  280,20140517,  126,   43,  197
  280,20140518,  143,   58,  210
  280,20140519,  163,   78,  219
  280,20140520,  202,  126,  272
  280,20140521,  194,  139,  230
  280,20140522,  192,  144,  234
  280,20140523,  145,   96,  169
  280,20140524,  153,   90,  213
  280,20140525,  153,   72,  217
  280,20140526,  171,  112,  224
  280,20140527,  155,  116,  216
  280,20140528,  107,   92,  119
  280,20140529,  112,   75,  152
  280,20140530,  129,   66,  183
  280,20140531,  121,   46,  178
  280,20140601,  115,   49,  168
  280,20140602,  132,   38,  191
  280,20140603,  162,  108,  226
  280,20140604,  162,  127,  218
  280,20140605,  123,  101,  163
  280,20140606,  153,   87,  213
  280,20140607,  196,  101,  261
  280,20140608,  187,  146,  223
  280,20140609,  207,  137,  268
  280,20140610,  207,  157,  274
  280,20140611,  173,  106,  226
  280,20140612,  162,   90,  228
  280,20140613,  160,  103,  210
  280,20140614,  155,  131,  191
  280,20140615,  154,  130,  198
  280,20140616,  145,  122,  182
  280,20140617,  161,   99,  207
  280,20140618,  148,  116,  174
  280,20140619,  141,  123,  172
  280,20140620,  144,  108,  189
  280,20140621,  139,   91,  186
  280,20140622,  139,   84,  182
  280,20140623,  154,  112,  195
  280,20140624,  143,  110,  192
  280,20140625,  149,   84,  200
  280,20140626,  159,  121,  206
  280,20140627,  159,  121,  198
  280,20140628,  159,  114,  210
  280,20140629,  150,  101,  188
  280,20140630,  140,   75,  193
  280,20140701,  137,   79,  194
  280,20140702,  144,   78,  197
  280,20140703,  181,   83,  249
  280,20140704,  219,  124,  281
  280,20140705,  198,  165,  252
  280,20140706,  206,  156,  264
  280,20140707,  178,  138,  233
  280,20140708,  151,  129,  177
  280,20140709,  183,  137,  248
  280,20140710,  222,  164,  273
  280,20140711,  216,  150,  276
  280,20140712,  193,  129,  243
  280,20140713,  189,  153,  234
  280,20140714,  178,  125,  211
  280,20140715,  169,  125,  218
  280,20140716,  176,   94,  239
  280,20140717,  206,  149,  268
  280,20140718,  235,  157,  308
  280,20140719,  270,  192,  343
  280,20140720,  238,  189,  299
  280,20140721,  202,  186,  216
  280,20140722,  219,  165,  267
  280,20140723,  223,  169,  270
  280,20140724,  214,  156,  268
  280,20140725,  190,  173,  223
  280,20140726,  197,  153,  241
  280,20140727,  201,  156,  251
  280,20140728,  206,  149,  259
  280,20140729,  212,  165,  265
  280,20140730,  178,  117,  235
  280,20140731,  182,  108,  248
  280,20140801,  205,  130,  274
  280,20140802,  222,  160,  294
  280,20140803,  200,  155,  250
  280,20140804,  187,  128,  245
  280,20140805,  177,  109,  242
  280,20140806,  192,  138,  253
  280,20140807,  184,  125,  243
  280,20140808,  190,   97,  242
  280,20140809,  189,  142,  228
  280,20140810,  186,  137,  255
  280,20140811,  169,  140,  218
  280,20140812,  152,  121,  200
  280,20140813,  154,  123,  201
  280,20140814,  154,  112,  201
  280,20140815,  152,  109,  204
  280,20140816,  147,   99,  188
  280,20140817,  140,  113,  156
  280,20140818,  132,   92,  180
  280,20140819,  119,   91,  171
  280,20140820,  118,   73,  175
  280,20140821,  123,   57,  184
  280,20140822,  122,   80,  172
  280,20140823,  122,   74,  172
  280,20140824,  113,   59,  165
  280,20140825,  121,   53,  159
  280,20140826,  131,   74,  189
  280,20140827,  143,   60,  213
  280,20140828,  170,  103,  230
  280,20140829,  172,  145,  219
  280,20140830,  166,  118,  213
  280,20140831,  139,   99,  176
  280,20140901,  142,   85,  200
  280,20140902,  157,   91,  204
  280,20140903,  156,   87,  215
  280,20140904,  179,  119,  240
  280,20140905,  191,  131,  254
  280,20140906,  177,  145,  225
  280,20140907,  162,  106,  208
  280,20140908,  137,   66,  199
  280,20140909,  143,  118,  172
  280,20140910,  150,  123,  167
  280,20140911,  154,   98,  203
  280,20140912,  155,   76,  210
  280,20140913,  161,   95,  207
  280,20140914,  159,  119,  195
  280,20140915,  162,   92,  205
  280,20140916,  190,  149,  247
  280,20140917,  190,  148,  250
  280,20140918,  186,  136,  255
  280,20140919,  177,  118,  249
  280,20140920,  169,  108,  239
  280,20140921,  154,  132,  188
  280,20140922,  127,   60,  176
  280,20140923,  127,   58,  170
  280,20140924,  118,   80,  141
  280,20140925,  134,   86,  167
  280,20140926,  150,   73,  184
  280,20140927,  134,   43,  205
  280,20140928,  146,   99,  204
  280,20140929,  161,   98,  215
  280,20140930,  158,  101,  208
  280,20141001,  156,  107,  206
  280,20141002,  158,  131,  182
  280,20141003,  157,  131,  211
  280,20141004,  161,  117,  216
  280,20141005,  132,  125,  139
  280,20141006,  137,  116,  159
  280,20141007,  125,   92,  164
  280,20141008,  123,   81,  158
  280,20141009,  147,  125,  179
  280,20141010,  137,   87,  182
  280,20141011,  114,   58,  162
  280,20141012,  119,   99,  146
  280,20141013,  141,  104,  189
  280,20141014,  121,   86,  143
  280,20141015,  127,   81,  164
  280,20141016,  125,   89,  167
  280,20141017,  141,  111,  181
  280,20141018,  162,  121,  198
  280,20141019,  168,  147,  204
  280,20141020,  140,  119,  166
  280,20141021,  112,   83,  128
  280,20141022,  102,   76,  121
  280,20141023,  115,   78,  134
  280,20141024,  117,  109,  130
  280,20141025,  114,   68,  151
  280,20141026,  120,   80,  151
  280,20141027,  124,  102,  159
  280,20141028,   98,   71,  142
  280,20141029,   95,   67,  121
  280,20141030,   98,   39,  135
  280,20141031,  130,   98,  163
  280,20141101,  140,  112,  180
  280,20141102,  146,  129,  169
  280,20141103,  128,  103,  152
  280,20141104,   91,   63,  107
  280,20141105,   70,   45,   92
  280,20141106,   63,   35,  101
  280,20141107,   71,   42,   91
  280,20141108,   93,   76,  123
  280,20141109,   91,   67,  123
  280,20141110,   92,   60,  124
  280,20141111,   83,   41,  120
  280,20141112,   90,   39,  114
  280,20141113,   73,   14,  124
  280,20141114,   90,   66,  112
  280,20141115,   95,   86,  105
  280,20141116,   90,   80,  100
  280,20141117,   90,   67,  122
  280,20141118,   78,   63,   89
  280,20141119,   72,   30,   95
  280,20141120,   55,    9,   86
  280,20141121,   33,   -9,   69
  280,20141122,   60,   35,   86
  280,20141123,  102,   70,  132
  280,20141124,   65,    8,  108
  280,20141125,   47,   -8,   95
  280,20141126,   44,   33,   53
  280,20141127,   43,   37,   52
  280,20141128,   32,   19,   52
  280,20141129,   16,   11,   21
  280,20141130,   11,    2,   18
  280,20141201,   -2,  -13,    6
  280,20141202,   -7,  -16,    4
  280,20141203,  -11,  -24,    0
  280,20141204,   -1,  -18,    7
  280,20141205,   29,    7,   44
  280,20141206,   19,  -28,   89
  280,20141207,   33,   -2,   60
  280,20141208,   23,  -15,   63
  280,20141209,    8,  -31,   44
  280,20141210,   55,   35,   78
  280,20141211,   46,   22,   67
  280,20141212,   63,   26,   92
  280,20141213,   25,  -16,   57
  280,20141214,   29,    9,   52
  280,20141215,   48,   33,   69
  280,20141216,   33,   -3,   69
  280,20141217,   65,   14,   97
  280,20141218,  107,   87,  119
  280,20141219,   86,   63,  116
  280,20141220,   67,   44,   83
  280,20141221,   71,   34,  101
  280,20141222,  113,  100,  123
  280,20141223,  107,   92,  114
  280,20141224,   76,   49,   99
  280,20141225,   44,  -16,   75
  280,20141226,  -10,  -48,   21
  280,20141227,    3,  -23,   18
  280,20141228,   -1,  -46,   40
  280,20141229,   29,   -4,   50
  280,20141230,   54,   41,   64
  280,20141231,   51,   13,   79
  280,20150101,   37,   16,   54
  280,20150102,   69,   50,   98
  280,20150103,   46,   32,   60
  280,20150104,   33,  -13,   68
  280,20150105,   27,  -16,   51
  280,20150106,   36,   24,   49
  280,20150107,   42,    4,   68
  280,20150108,   60,   36,   81
  280,20150109,   85,   52,  123
  280,20150110,   90,   46,  124
  280,20150111,   59,   37,   74
  280,20150112,   80,   56,   96
  280,20150113,   76,   40,  102
  280,20150114,   28,    3,   52
  280,20150115,   70,   36,   93
  280,20150116,   51,   27,   72
  280,20150117,   17,  -28,   55
  280,20150118,   20,   13,   27
  280,20150119,   10,   -7,   20
  280,20150120,    7,  -25,   21
  280,20150121,  -10,  -27,    6
  280,20150122,  -16,  -51,   18
  280,20150123,  -39,  -70,  -19
  280,20150124,   12,  -23,   46
  280,20150125,   27,    6,   40
  280,20150126,   45,   29,   72
  280,20150127,   41,    8,   68
  280,20150128,   45,   20,   61
  280,20150129,   19,    3,   41
  280,20150130,    2,  -48,   20
  280,20150131,    5,  -31,   41
  280,20150201,    3,  -23,   19
  280,20150202,   11,  -17,   49
  280,20150203,    6,  -44,   59
  280,20150204,   -6,  -37,   36
  280,20150205,  -12,  -58,   21
  280,20150206,  -12,  -53,   21
  280,20150207,   24,  -58,   55
  280,20150208,   46,   27,   56
  280,20150209,   60,   52,   76
  280,20150210,   55,   41,   73
  280,20150211,   43,   30,   51
  280,20150212,   25,   21,   32
  280,20150213,   41,   10,   83
  280,20150214,   55,   23,  101
  280,20150215,   16,   -5,   43
  280,20150216,   15,  -25,   69
  280,20150217,   17,  -35,   76
  280,20150218,   23,  -30,   82
  280,20150219,   30,   -2,   76
  280,20150220,   44,   19,   61
  280,20150221,   30,   -9,   60
  280,20150222,   26,  -24,   73
  280,20150223,   48,    9,   89
  280,20150224,   49,   23,   81
  280,20150225,   35,    9,   60
  280,20150226,   61,   38,   89
  280,20150227,   39,  -16,   74
  280,20150228,   41,  -25,   78
  280,20150301,   68,   43,   96
  280,20150302,   45,    4,   81
  280,20150303,   25,   -3,   58
  280,20150304,   40,   -2,   75
  280,20150305,   47,   -9,   86
  280,20150306,   66,   41,  106
  280,20150307,   81,   39,  135
  280,20150308,   91,   49,  160
  280,20150309,   80,   17,  121
  280,20150310,   65,   -5,  103
  280,20150311,   33,  -29,  102
  280,20150312,   40,  -25,  114
  280,20150313,   33,  -14,   74
  280,20150314,   42,   13,   59
  280,20150315,   54,   32,   80
  280,20150316,   72,   32,  125
  280,20150317,   80,   11,  149
  280,20150318,   71,   -9,  149
  280,20150319,   74,  -18,  135
  280,20150320,   48,    2,   63
  280,20150321,   57,   29,   92
  280,20150322,   34,   10,   70
  280,20150323,   31,  -19,   89
  280,20150324,   58,  -12,  119
  280,20150325,   55,   42,   72
  280,20150326,   54,   39,   80
  280,20150327,   60,   15,   80
  280,20150328,   67,   -5,  102
  280,20150329,   84,   58,  103
  280,20150330,   63,   36,   89
  280,20150331,   69,   27,  103
  280,20150401,   50,   19,   77
  280,20150402,   48,   13,   80
  280,20150403,   48,   -9,  102
  280,20150404,   41,   -5,   87
  280,20150405,   51,  -32,  109
  280,20150406,   70,    5,  125
  280,20150407,   60,   -7,  106
  280,20150408,   75,   46,  118
  280,20150409,   86,   31,  149
  280,20150410,  107,   28,  187
  280,20150411,   83,   29,  157
  280,20150412,   92,   35,  143
  280,20150413,   71,   16,  124
  280,20150414,  108,   37,  173
  280,20150415,  118,   66,  197
  280,20150416,   77,   25,  122
  280,20150417,   69,   15,  109
  280,20150418,   79,   11,  136
  280,20150419,   80,   19,  142
  280,20150420,   88,    1,  160
  280,20150421,   79,    8,  143
  280,20150422,   80,   45,  105
  280,20150423,   89,   34,  138
  280,20150424,  112,   14,  181
  280,20150425,  111,   76,  142
  280,20150426,   80,   68,   99
  280,20150427,   68,  -13,  115
  280,20150428,   45,  -36,  115
  280,20150429,   85,   24,  134
  280,20150430,   76,   25,  140
  280,20150501,   69,    1,  116
  280,20150502,   70,  -18,  136
  280,20150503,  119,   46,  173
  280,20150504,  141,  100,  184
  280,20150505,  147,   94,  225
  280,20150506,  115,   80,  157
  280,20150507,  107,   53,  154
  280,20150508,  118,   61,  170
  280,20150509,  122,   90,  154
  280,20150510,  127,   84,  174
  280,20150511,  171,  103,  246
  280,20150512,  129,   73,  181
  280,20150513,  112,   72,  163
  280,20150514,   92,   46,  124
  280,20150515,   76,   27,  126
  280,20150516,   85,   21,  139
  280,20150517,  106,   59,  150
  280,20150518,  103,   73,  129
  280,20150519,   92,   63,  131
  280,20150520,   94,   50,  147
  280,20150521,  117,   50,  174
  280,20150522,  145,   88,  197
  280,20150523,  112,   74,  141
  280,20150524,  127,   68,  183
  280,20150525,  112,   81,  144
  280,20150526,  101,   70,  141
  280,20150527,  123,   78,  172
  280,20150528,  113,   53,  155
  280,20150529,  108,   61,  162
  280,20150530,   94,   55,  145
  280,20150531,  117,   62,  168
  280,20150601,  119,   55,  160
  280,20150602,  142,  113,  165
  280,20150603,  131,   53,  174
  280,20150604,  132,   33,  191
  280,20150605,  206,   96,  294
  280,20150606,  153,   88,  186
  280,20150607,  124,   60,  179
  280,20150608,  113,   45,  151
  280,20150609,  116,   96,  152
  280,20150610,  146,   97,  201
  280,20150611,  150,   76,  214
  280,20150612,  189,  100,  257
  280,20150613,  175,  135,  234
  280,20150614,  131,   94,  154
  280,20150615,  112,   53,  150
  280,20150616,  114,   49,  167
  280,20150617,  141,   35,  212
  280,20150618,  130,   97,  162
  280,20150619,  117,   86,  157
  280,20150620,  120,   81,  156
  280,20150621,  130,   85,  186
  280,20150622,  115,   73,  161
  280,20150623,  115,   66,  138
  280,20150624,  143,   97,  196
  280,20150625,  171,   90,  227
  280,20150626,  174,  121,  212
  280,20150627,  161,   83,  211
  280,20150628,  156,   66,  215
  280,20150629,  166,   93,  237
  280,20150630,  179,   77,  245
  280,20150701,  232,  138,  302
  280,20150702,  252,  184,  349
  280,20150703,  223,  174,  276
  280,20150704,  242,  174,  321
  280,20150705,  199,  148,  267
  280,20150706,  175,  120,  223
  280,20150707,  195,  118,  257
  280,20150708,  154,  118,  200
  280,20150709,  127,   76,  168
  280,20150710,  157,   69,  225
  280,20150711,  197,  128,  280
  280,20150712,  169,  145,  202
  280,20150713,  169,  148,  192
  280,20150714,  171,  117,  199
  280,20150715,  167,  104,  199
  280,20150716,  180,  146,  220
  280,20150717,  202,  142,  263
  280,20150718,  172,  111,  219
  280,20150719,  144,   96,  192
  280,20150720,  174,   80,  229
  280,20150721,  194,  125,  237
  280,20150722,  181,  123,  232
  280,20150723,  163,  119,  207
  280,20150724,  178,  125,  234
  280,20150725,  160,  120,  212
  280,20150726,  147,   98,  202
  280,20150727,  151,  130,  179
  280,20150728,  156,  138,  193
  280,20150729,  133,  112,  165
  280,20150730,  136,   99,  174
  280,20150731,  132,   80,  184
  280,20150801,  148,   82,  211
  280,20150802,  172,   83,  236
  280,20150803,  212,  136,  301
  280,20150804,  167,  115,  193
  280,20150805,  175,  110,  232
  280,20150806,  203,  131,  290
  280,20150807,  193,  118,  277
  280,20150808,  167,   94,  206
  280,20150809,  175,   77,  246
  280,20150810,  186,  146,  234
  280,20150811,  180,  134,  230
  280,20150812,  177,  145,  212
  280,20150813,  203,  142,  254
  280,20150814,  205,  156,  260
  280,20150815,  187,  156,  231
  280,20150816,  158,  142,  171
  280,20150817,  175,  150,  193
  280,20150818,  157,  125,  173
  280,20150819,  162,  108,  223
  280,20150820,  176,  102,  235
  280,20150821,  191,  121,  252
  280,20150822,  196,  137,  253
  280,20150823,  195,  135,  246
  280,20150824,  179,  149,  232
  280,20150825,  165,  137,  202
  280,20150826,  192,  150,  233
  280,20150827,  158,  127,  176
  280,20150828,  153,   99,  206
  280,20150829,  159,   96,  217
  280,20150830,  179,  124,  231
  280,20150831,  201,  167,  263
  280,20150901,  154,  104,  187
  280,20150902,  126,   84,  175
  280,20150903,  118,   67,  167
  280,20150904,  131,  106,  159
  280,20150905,  127,  107,  160
  280,20150906,  131,  106,  165
  280,20150907,  144,  118,  185
  280,20150908,  135,   80,  177
  280,20150909,  127,   62,  182
  280,20150910,  128,   70,  185
  280,20150911,  134,   88,  184
  280,20150912,  147,   97,  195
  280,20150913,  170,  149,  192
  280,20150914,  153,  116,  189
  280,20150915,  122,   93,  164
  280,20150916,  147,  104,  187
  280,20150917,  144,  105,  168
  280,20150918,  135,   82,  188
  280,20150919,  128,   76,  184
  280,20150920,  129,   99,  160
  280,20150921,  139,  113,  172
  280,20150922,  120,   72,  158
  280,20150923,  118,   44,  182
  280,20150924,  123,   95,  153
  280,20150925,  116,   53,  170
  280,20150926,   96,   35,  171
  280,20150927,  112,   29,  167
  280,20150928,  120,   66,  162
  280,20150929,  104,   48,  175
  280,20150930,  110,   50,  175
  280,20151001,  103,   39,  169
  280,20151002,  101,   38,  169
  280,20151003,  112,   72,  171
  280,20151004,  114,   61,  170
  280,20151005,  130,   58,  176
  280,20151006,  141,  120,  157
  280,20151007,  154,  133,  180
  280,20151008,  139,  120,  167
  280,20151009,  126,   95,  158
  280,20151010,   93,   46,  131
  280,20151011,   58,   21,  102
  280,20151012,   45,   15,   83
  280,20151013,   57,   15,   94
  280,20151014,   63,   53,   75
  280,20151015,   72,   43,   90
  280,20151016,   83,   64,   96
  280,20151017,   85,   69,   95
  280,20151018,  100,   71,  124
  280,20151019,   98,   37,  141
  280,20151020,   85,   31,  118
  280,20151021,   99,   55,  130
  280,20151022,  116,   68,  145
  280,20151023,  102,   38,  145
  280,20151024,  112,  101,  127
  280,20151025,   92,   25,  138
  280,20151026,   90,   32,  143
  280,20151027,   78,   60,   92
  280,20151028,   74,   57,   85
  280,20151029,  100,   48,  142
  280,20151030,   93,   38,  139
  280,20151031,   78,   36,  117
  280,20151101,   68,   17,   91
  280,20151102,   70,   56,   86
  280,20151103,   77,   33,  138
  280,20151104,  108,   38,  152
  280,20151105,  131,  111,  152
  280,20151106,  146,  136,  160
  280,20151107,  157,  136,  174
  280,20151108,  121,   57,  160
  280,20151109,  126,   90,  158
  280,20151110,  149,  140,  161
  280,20151111,  130,  120,  143
  280,20151112,  125,  103,  150
  280,20151113,  102,   51,  131
  280,20151114,   82,   60,   97
  280,20151115,  133,   96,  139
  280,20151116,  116,   94,  136
  280,20151117,  119,   97,  149
  280,20151118,  114,   97,  133
  280,20151119,  102,   69,  123
  280,20151120,   65,   25,   92
  280,20151121,   37,   -1,   58
  280,20151122,   32,   12,   51
  280,20151123,   28,  -34,   69
  280,20151124,   35,   27,   49
  280,20151125,   54,   30,   80
  280,20151126,   39,   -6,   97
  280,20151127,   50,   22,   64
  280,20151128,   60,   43,   80
  280,20151129,   90,   57,  118
  280,20151130,   73,   51,  115
  280,20151201,   79,   28,  117
  280,20151202,   99,   74,  118
  280,20151203,   92,   77,  113
  280,20151204,   88,   78,   99
  280,20151205,   81,   70,   94
  280,20151206,  105,   82,  120
  280,20151207,  104,   81,  112
  280,20151208,  100,   80,  125
  280,20151209,   70,   49,   94
  280,20151210,   65,   55,   77
  280,20151211,   68,   57,   84
  280,20151212,   70,   38,  110
  280,20151213,   50,    7,  109
  280,20151214,   58,   34,   77
  280,20151215,   43,    4,   70
  280,20151216,   93,   54,  120
  280,20151217,  126,  115,  145
  280,20151218,  115,  102,  123
  280,20151219,  121,   98,  132
  280,20151220,  117,  111,  127
  280,20151221,   98,   80,  114
  280,20151222,  117,   71,  136
  280,20151223,   94,   63,  126
  280,20151224,   89,   62,  120
  280,20151225,   80,   44,  130
  280,20151226,  129,  113,  139
  280,20151227,  105,   89,  120
  280,20151228,   99,   84,  113
  280,20151229,   77,   60,   90
  280,20151230,   67,   47,   91
  280,20151231,   67,   44,   98
  280,20160101,   47,   16,   89
  280,20160102,   30,   11,   41
  280,20160103,   -5,  -15,   11
  280,20160104,  -31,  -42,   -5
  280,20160105,  -32,  -40,  -25
  280,20160106,  -40,  -49,  -31
  280,20160107,   -4,  -34,   46
  280,20160108,   53,   21,   84
  280,20160109,   38,   10,   65
  280,20160110,   63,   38,   84
  280,20160111,   44,   29,   61
  280,20160112,   52,   39,   69
  280,20160113,   40,   10,   69
  280,20160114,   23,    5,   45
  280,20160115,   17,   -6,   28
  280,20160116,    7,  -12,   28
  280,20160117,  -18,  -57,   16
  280,20160118,  -39,  -77,   -7
  280,20160119,  -24,  -73,   10
  280,20160120,    1,  -44,   27
  280,20160121,  -28,  -61,   -7
  280,20160122,   -6,  -42,   19
  280,20160123,   53,   18,   86
  280,20160124,   70,   47,   97
  280,20160125,  108,   90,  130
  280,20160126,   84,   38,  111
  280,20160127,  105,   83,  116
  280,20160128,   59,   41,   84
  280,20160129,   85,   43,  101
  280,20160130,   66,   31,   94
  280,20160131,   50,   28,   69
  280,20160201,  100,   65,  113
  280,20160202,   79,   62,   97
  280,20160203,   41,   16,   64
  280,20160204,   39,   22,   52
  280,20160205,   70,   31,   96
  280,20160206,   90,   76,   99
  280,20160207,   85,   61,  110
  280,20160208,   76,   54,   98
  280,20160209,   52,   18,   74
  280,20160210,   45,   10,   73
  280,20160211,   28,  -13,   72
  280,20160212,   10,  -16,   46
  280,20160213,    9,  -10,   34
  280,20160214,   21,   10,   27
  280,20160215,   14,  -36,   39
  280,20160216,   -2,  -53,   55
  280,20160217,  -14,  -47,   29
  280,20160218,    5,  -48,   33
  280,20160219,   29,    8,   63
  280,20160220,   68,   41,   95
  280,20160221,   93,   71,  109
  280,20160222,   57,   10,  107
  280,20160223,   33,    3,   79
  280,20160224,   14,  -20,   52
  280,20160225,    4,  -29,   57
  280,20160226,   11,  -41,   56
  280,20160227,   12,  -33,   65
  280,20160228,   19,  -42,   67
  280,20160229,   11,  -43,   64
  280,20160301,    7,  -53,   63
  280,20160302,   50,   25,   74
  280,20160303,   24,  -20,   62
  280,20160304,   17,   -2,   42
  280,20160305,   23,  -18,   73
  280,20160306,   13,  -38,   65
  280,20160307,   22,  -29,   78
  280,20160308,   30,  -20,   84
  280,20160309,   38,    7,   81
  280,20160310,   27,  -10,   65
  280,20160311,   22,   -5,   69
  280,20160312,   34,  -19,   82
  280,20160313,   20,  -32,   73
  280,20160314,   34,  -21,   92
  280,20160315,   58,   19,  101
  280,20160316,   42,    1,   95
  280,20160317,   46,  -33,  112
  280,20160318,   56,   40,   72
  280,20160319,   59,   50,   73
  280,20160320,   62,   26,   80
  280,20160321,   68,   58,   84
  280,20160322,   70,   50,   92
  280,20160323,   65,   30,   97
  280,20160324,   58,   -4,   96
  280,20160325,   64,    1,  103
  280,20160326,   91,    3,  145
  280,20160327,   91,   64,  123
  280,20160328,   87,   56,  123
  280,20160329,   68,   39,  102
  280,20160330,   65,   22,  109
  280,20160331,   57,    4,  106
